filename,Tema,Narasi,Makna moral
042-Establishing-Bodhicitta-leads-to-being-Distinguished-Original.jpg,Mengembangkan Bodhicitta Membawa pada Kehormatan dan Penghormatan,"Di sebelah kanan relief, tampak sekelompok sosok setengah berlutut, saling menggenggam tangan dalam sebuah sumpah bersama. Mereka sedang mengembangkan Bodhicitta — niat suci untuk mencapai pencerahan demi kebaikan semua makhluk. Meskipun sosok guru yang memimpin sumpah ini terlihat sebagian rusak, aura kesungguhan tetap terpancar jelas. Sumpah ini bukan sekadar janji kosong, tapi komitmen tulus yang membentuk karakter dan tindakan mereka. Di sebelah kiri, hasil dari sumpah suci ini tergambar nyata. Seorang pangeran dan permaisurinya duduk megah di mimbar, dikelilingi oleh enam pemuda yang tampak belajar dan berdedikasi, salah satunya memegang buku sebagai simbol ilmu dan pengetahuan. Di belakang mereka, tiga perempuan muda membawa persembahan, menandakan penghormatan dan rasa syukur. Ini adalah gambaran betapa niat baik dan tekad yang tulus dapat menghasilkan kehormatan dan kedudukan mulia. Dari niat bersama itu, lahir generasi pemimpin dan pembawa perubahan. Mengembangkan Bodhicitta adalah fondasi untuk dihormati dan dihargai oleh sesama.",Niat suci dan komitmen untuk kebaikan bersama membawa kehormatan dan penghormatan sejati dalam hidup.
043-Building-Temples-leads-to-being-Distinguished-Original.jpg,Membangun Biara Membawa pada Kehormatan dan Penghormatan,"Di tengah relief tampak sebuah biara megah, simbol tempat suci yang dibangun dengan penuh ketulusan dan niat baik. Di sebelah kanan, beberapa orang mendekat membawa persembahan sebagai tanda penghormatan dan rasa syukur. Mereka bukan hanya membangun fisik biara, tapi juga menanamkan nilai-nilai spiritual di dalamnya. Biara ini menjadi pusat pengajaran dan perlindungan bagi para pencari kebenaran. Di sisi kiri atas relief, ukiran tulisan kuno “maheśākhyaḥ” terlihat jelas, yang berarti “dihormati.” Tulisan ini bukan sekadar hiasan, tapi panduan bagi para pemahat dan pengingat nilai yang terkandung. Menariknya, tulisan ini dibiarkan tetap utuh karena pengerjaan relief tersebut tidak selesai sepenuhnya. Hal ini seperti mengingatkan kita bahwa proses membangun kebaikan memang kadang panjang dan belum sempurna. Namun, usaha tulus membangun sesuatu yang bermanfaat akan selalu dihargai. Dari usaha bersama itu, biara berdiri sebagai lambang kehormatan dan keberlanjutan spiritual. Sebuah pelajaran bahwa mendukung tempat dan nilai luhur membawa penghormatan yang abadi.",Membangun dan mendukung nilai-nilai luhur membawa kehormatan dan penghormatan yang langgeng dalam kehidupan.
044-Encouraging-Wholesome-Roots-leads-to-being-Distinguished-Original.jpg,Mendukung Akar Kebaikan Membawa pada Kehormatan,"Di sisi kanan relief, terlihat seorang guru bijak yang sedang mengajar dengan penuh ketulusan kepada para muridnya yang duduk dan berdiri dengan penuh hormat. Ia bukan hanya menyampaikan ilmu, tetapi juga membimbing untuk menumbuhkan akar kebaikan dalam hati mereka. Guru ini berusaha merintangi akar keburukan agar tidak berkembang di antara mereka. Para murid yang mendengarkan tampak serius dan penuh rasa hormat, menyimak setiap kata yang diucapkan. Meskipun sosok utama di bagian kiri relief tampak sedikit rusak, jelas tergambar seorang pangeran yang dikelilingi oleh para selirnya, melambangkan kemakmuran dan kehormatan. Di sekeliling pangeran, para pelayan membawa anak-anak serta persembahan sebagai tanda penghormatan dan keberlanjutan kebaikan. Sosok-sosok ini menunjukkan hasil nyata dari mengajarkan dan mendukung kebaikan di kehidupan sehari-hari. Usaha melestarikan nilai positif dalam masyarakat menghasilkan kehormatan dan rasa hormat dari banyak orang. Relief ini mengingatkan bahwa benih kebaikan yang kita tanam akan tumbuh menjadi buah yang membanggakan. Dengan mendukung akar kebaikan, kita turut membangun masa depan yang penuh kemuliaan.","Mendukung dan menumbuhkan akar kebaikan akan membawa kehormatan dan hasil yang membanggakan dalam kehidupan.
"
045-Being-Distinguished-Original.jpg,Dihormati Karena Perbuatan Baik yang Tak Terlihat,"Meskipun bagian kanan relief ini hampir terhapus dan tidak terlihat jelas, kita bisa merasakan suasana dari gambaran yang tersisa. Dua sosok terlihat berdiri di dekat pohon, memberi kesan ada sesuatu yang penting sedang terjadi, walau perbuatan baik mereka tidak bisa kita ketahui secara pasti. Namun, bagian kiri relief memberikan jawaban yang lebih jelas. Seorang pangeran duduk dengan tenang di antara para selirnya yang anggun, menunjukkan kedudukan dan kemakmuran yang diraihnya. Di depan sang pangeran, dua orang dengan hormat membawakan persembahan yang melimpah, menambah kekayaannya. Di bawah kursi pangeran, dua wadah besar tersusun rapi, menandakan kelimpahan dan keberhasilan. Meskipun kita tidak melihat detail perbuatan baiknya, hasilnya sangat jelas — kehormatan dan kemuliaan. Relief ini mengingatkan kita bahwa kebaikan yang tulus mungkin tak selalu terlihat, namun buahnya akan nyata dan dihargai oleh banyak orang. Kadang, hasil dari tindakan baik yang tak diketahui secara langsung tetap membawa kehormatan. Kisah ini mengajarkan untuk tetap berbuat baik tanpa harus mencari pujian. Karena pada akhirnya, kebaikan itu akan membawa kita pada kehormatan dan penghargaan.","Perbuatan baik yang tulus, walau tak selalu terlihat, akan membawa kehormatan dan keberhasilan yang nyata."
046-Establishing-Wholesome-Roots-leads-to-being-Distinguished-Original.jpg,Membangun Akar Kebaikan Melalui Pengajaran dan Kebijaksanaan,"Di sisi kanan relief, dua biksu duduk dengan tenang di depan sebuah perumah-tangga yang lebih tinggi, menunjukkan rasa hormat dan kerendahan hati mereka. Mereka tampak mendengarkan dengan seksama, seolah menerima ajaran dari sosok Bodhisattwa yang bijaksana. Meski posisi mereka lebih rendah, hal itu justru memperlihatkan kesungguhan dalam belajar dan mengembangkan akar kebaikan atau Bodhicitta. Bagian tengah relief ini banyak yang rusak, namun tampak satu orang yang sedang berdebat atau berdiskusi dengan dua lainnya, menandakan adanya proses belajar dan dialog yang mendalam. Hasil dari semua usaha dan pengajaran ini terpancar di sisi kiri relief, di mana sepasang suami-istri duduk di mimbar dengan khidmat. Mereka mungkin para pemimpin atau tokoh yang dihormati, didampingi oleh para pelayan atau pengunjung. Keberadaan mereka menggambarkan penghormatan dan keberhasilan yang datang dari menanam dan mengembangkan kebaikan secara konsisten. Relief ini mengajarkan bahwa akar kebaikan bukan hanya ditanam lewat tindakan, tapi juga melalui kebijaksanaan dan pengajaran. Dengan mendengarkan dan belajar dari yang bijak, kita membangun fondasi moral yang kuat untuk masa depan. Cerita ini mengingatkan bahwa kebaikan sejati berkembang dari ilmu dan ketulusan hati.",Pengajaran dan kebijaksanaan adalah fondasi utama dalam membangun akar kebaikan yang akan membawa kehormatan dan keberkahan.
047-Building-Temples-leads-to-being-Distinguished-Original.jpg,Dermawan Membangun Tempat Suci untuk Kebaikan Bersama,"Di sisi kanan relief, terlihat dua tempat tinggal yang ramai, dipenuhi para biksu yang duduk dan berbaring dengan tenang. Meski para pembangun biara tidak tampak secara langsung, kehadiran mereka sangat terasa melalui suasana damai dan terawat. Tempat ini bukan hanya sebuah bangunan, tapi rumah spiritual yang dibangun dengan niat tulus untuk Saṅgha, komunitas para biksu. Membangun biara berarti menciptakan ruang suci yang mendukung kehidupan penuh kebijaksanaan dan kedamaian. Di sisi kiri relief, hasil dari kebaikan ini terlihat jelas: sepasang suami-istri duduk di kursi tinggi dengan bangga dan bahagia. Di depan mereka berdiri empat perempuan, dan lima orang lainnya duduk di lantai, menggambarkan suasana penuh hormat dan kekeluargaan. Mereka mungkin para pelayan dan pengunjung yang datang untuk memberi penghormatan atau belajar. Biara ini menjadi simbol penghormatan yang diperoleh melalui tindakan dermawan dan pengabdian. Relief ini mengajarkan bahwa membangun tempat suci bukan hanya tentang bangunan fisik, tapi juga tentang menciptakan harmoni dan kehormatan dalam masyarakat. Dengan mendukung Saṅgha, seseorang memperoleh penghormatan yang sejati dan keberkahan.",Dermawan yang membangun tempat suci dan mendukung komunitas spiritual akan dihormati dan mendapatkan keberkahan sejati.
048-Stubborness-and-Conceit-lead-to-Rebirth-in-a-Low-Family-Original.jpg,Keras Kepala dan Kesombongan Membawa Pada Kemalangan,"Relief ini menggambarkan tiga sosok yang tampak melarat dan penuh kepahitan, menandakan hasil dari sikap keras kepala dan kesombongan yang mereka pelihara. Meskipun naskah asli telah hilang, gambar ini berbicara tentang akibat buruk dari sifat sombong yang menutup hati terhadap kebaikan dan nasihat. Mereka seolah-olah terlahir kembali dalam keluarga yang rendah, sebagai cerminan karma dari perilaku mereka sebelumnya. Wajah mereka yang lelah dan pakaian yang compang-camping menunjukkan penderitaan yang mereka alami. Kisah ini mengingatkan kita bahwa kesombongan bisa menjatuhkan derajat seseorang, bahkan dalam kehidupan berikutnya. Sikap keras kepala yang menolak belajar dan berubah hanya membawa kehancuran dan keterpurukan. Dalam masyarakat yang mengutamakan kebajikan, kesombongan adalah jalan menuju kesulitan dan kehilangan kehormatan. Relief ini mengajarkan bahwa tidak ada yang kekal, dan perilaku buruk akan berbuah buruk. Perubahan sikap dan rendah hati menjadi jalan keluar agar tidak jatuh ke dalam lingkaran penderitaan. Dengan membuka hati dan menerima kebenaran, kita bisa mengubah nasib dan meraih kehidupan yang lebih baik.","Kesombongan dan keras kepala hanya akan membawa kemalangan dan menurunkan martabat, sedangkan kerendahan hati membuka jalan untuk kehidupan yang lebih baik"
049-Not-being-Devoted-to-Brahmins-leads-to-Rebirth-in-a-Low-Family-Original.jpg,Tidak Mengabdi kepada Brahmana Membawa pada Kelahiran Ulang dalam Keluarga Rendah,"Relief ini memperlihatkan dua orang yang duduk santai di bawah pohon, tampak acuh tak acuh terhadap para brahmana yang datang mendekat. Sikap mereka yang tidak mengabdi dan tidak menghormati para brahmana itu tergambar jelas lewat anjing mereka yang bahkan menggonggong sebagai tanda kebencian. Di tengah, ada sosok yang menunjuk dengan jarinya, sebuah isyarat ketidakhormatan yang di Borobudur dianggap sangat buruk. Mereka juga tidak merawat para muliawan dan guru, mengabaikan kewajiban mereka untuk menghormati dan belajar. Akibat dari sikap tersebut tergambar jelas di sisi kiri relief, meskipun sudah banyak bagian yang rusak. Orang-orang tersebut digambarkan memikul beban berat di punggung, serta menutupi dahi dengan bebat, menandakan kehidupan sulit dan pekerjaan kasar. Ini menunjukkan bahwa mereka terlahir kembali dalam keluarga yang rendah, menanggung akibat dari sikap tidak hormat dan tidak berbakti. Kisah ini mengingatkan bahwa tidak menghormati guru dan orang bijak membawa karma buruk. Hidup yang keras dan penuh penderitaan adalah konsekuensi nyata dari sikap acuh dan sombong terhadap kebijaksanaan. Relief ini mengajak kita untuk selalu menghargai dan berbakti kepada guru dan orang-orang mulia dalam hidup kita.
",Menghormati dan mengabdi kepada guru serta orang bijak adalah kunci untuk menghindari penderitaan dan mencapai kehidupan yang mulia.
050-Not-Acknowledging-Mother-and-Father-leads-to-Rebirth-in-a-Low-Family-Original.jpg,Tidak Mengakui Orangtua Membawa pada Kelahiran Ulang dalam Keluarga Rendah,"Di sudut paling kanan, terlihat pasangan orangtua duduk bersama anak mereka, menunjukkan ikatan keluarga yang kuat. Di hadapan mereka, seorang perempuan berusaha menahan seseorang yang tampak tidak menghargai orangtuanya. Sosok tersebut dengan jelas terlihat mengabaikan kewajiban dan rasa hormat kepada orangtua. Di bawah pohon, seorang lain duduk mengumpulkan buah, mungkin sebagai bagian dari kehidupan sederhana dan kerja keras. Akibat dari ketidakpedulian terhadap orangtua ini terlihat dari sisi kiri relief, meskipun sudah banyak bagian yang rusak. Kita bisa menangkap gambaran seorang pria yang membawa beban di bahunya, mungkin sedang berburu atau memancing untuk bertahan hidup. Dua orang lain duduk dekat penggilingan, dengan wajah yang menunjukkan beban dan kesusahan hidup. Mereka adalah cermin dari kelahiran kembali dalam keluarga rendah yang penuh kesulitan. Kisah ini mengingatkan kita bahwa mengabaikan orangtua bukan hanya merusak hubungan keluarga, tetapi juga membawa akibat buruk dalam kehidupan. Sikap tidak hormat terhadap orangtua membuat seseorang terjerumus dalam kehidupan yang penuh beban dan penderitaan. Relief ini mengajarkan pentingnya berbakti dan menjaga ikatan keluarga untuk kehidupan yang lebih baik.",Menghormati dan mengakui orangtua adalah dasar kebahagiaan dan kehidupan yang mulia; mengabaikannya membawa kesulitan dan penderitaan.
051-Badly-Damaged-Panel-Original.jpg,"Kehilangan warisan spiritual / ketidaktuntasan niat baik
","Di suatu masa, terdapat sekelompok pemahat yang ditugaskan mengukir kisah-kisah luhur di dinding batu sebagai pengingat bagi generasi mendatang. Mereka mulai bekerja dengan semangat, menorehkan setiap pahatan dengan makna mendalam. Namun, tanpa alasan yang jelas, perintah datang untuk menghentikan dan bahkan merusak sebagian besar karya yang telah dibuat. Beberapa pemahat menolak, tetapi tak kuasa menentang. Relief yang hampir selesai pun menjadi rusak dan tak terbaca. Hanya secuil gambaran yang tersisa: sosok yang mungkin orang miskin dan seseorang yang sedang bersujud kepada pasangan terhormat. Seperti bisikan masa lalu, potongan relief itu menyiratkan pesan yang belum sempat disampaikan. Mungkin tentang penghormatan, mungkin tentang belas kasih. Kini, panel itu berdiri sebagai bukti bisu akan pesan-pesan luhur yang hampir terlupakan. Dan meskipun tidak utuh, jejaknya masih menggugah hati yang peka.","Niat baik yang tak diselesaikan tetap menyisakan jejak. Setiap kebaikan, walau terhenti di tengah jalan, tetap punya kekuatan untuk menyentuh jiwa."
052-Not-Attending-to-Noble-Ones-leads-to-Rebirth-in-a-Low-Family-Original.jpg,Mengabaikan Guru dan Muliawan Membawa Kehidupan Sulit,"Pada relief ini, terlihat bagaimana seseorang berpaling dan tidak menunjukkan rasa hormat kepada muliawan bajik atau gurunya. Sikap acuh tak acuh ini menjadi penyebab utama dari karma yang akan dialaminya. Akibatnya, orang tersebut terlahir kembali dalam keluarga yang rendah—menjadi pemusik jalanan, penari, dan penghibur yang hidup dalam kondisi keuangan yang genting. Meskipun di masyarakat modern penghibur sering mendapat bayaran tinggi, dalam konteks relief ini profesi tersebut dianggap rendah dan kurang dihormati. Para penghibur itu berjuang keras untuk bertahan hidup, menghadapi stigma dan kesulitan sehari-hari. Panel ini mengingatkan bahwa menghargai guru dan orang bijak adalah fondasi untuk kehidupan yang baik dan terhormat. Ketidakpedulian terhadap mereka bisa membawa pada jalan yang penuh penderitaan. Seperti musik dan tarian yang menghibur banyak orang, seseorang juga harus menjaga hubungan dan rasa hormatnya pada guru yang membimbingnya. Sebab, penghormatan dan pengabdian adalah akar dari keberuntungan dan keluhuran hidup. Ketika diabaikan, akibatnya bisa sangat berat dan merendahkan martabat.",Menghormati dan mengurus guru serta orang bijak adalah kunci menuju kehidupan yang terhormat dan sejahtera; mengabaikannya dapat membawa penderitaan dan kehinaan.
053-Contempt-of-those-of-Low-Family-leads-to-Rebirth-in-a-Low-Family-Original.jpg,Menghina dan Merendahkan Orang dari Keluarga Rendah,"Relief ini menggambarkan tiga orang dari keluarga rendah yang diperlakukan tidak adil oleh para pengunjung berpakaian rapi. Salah satu pengunjung bahkan meletakkan tangannya di kepala salah satu dari mereka, sebuah sikap yang bermakna penghinaan dan merendahkan. Sikap sombong dan kurangnya rasa hormat ini menimbulkan karma buruk. Di sisi kiri relief, beberapa pemusik keluarga rendah memainkan alat musik tradisional seperti keong dan balok kayu, mengiringi suasana yang keras dan penuh ketegangan. Di sekitar mereka, terlihat juga prajurit yang berasal dari keluarga rendah, menunjukkan bahwa mereka menjalani kehidupan yang penuh perjuangan. Penghinaan dan sikap meremehkan terhadap sesama, khususnya yang berasal dari latar belakang sederhana, memperlihatkan ketidaksadaran akan nilai kemanusiaan. Relief ini mengingatkan kita bahwa setiap orang, tanpa memandang status sosial, layak mendapatkan penghormatan. Karma dari sikap merendahkan ini adalah terlahir kembali dalam kondisi yang sama, terikat pada penderitaan dan kesulitan. Kehidupan yang penuh penghinaan bukanlah jalan menuju kebahagiaan atau kehormatan. Oleh karena itu, menghargai sesama adalah kunci untuk hidup yang lebih baik dan bermartabat.",Menghina dan merendahkan orang lain hanya membawa penderitaan dan mengikat kita pada siklus kesulitan; rasa hormat pada sesama adalah kunci kehormatan dan kebahagiaan.
054-Acknowledging-Parents-leads-to-Rebirth-in-a-High-Family-Original.jpg,Menghormati dan Mengakui Orangtua Membawa Keberkahan,"Di bagian kanan relief, tampak seorang anak yang sangat membungkuk dengan penuh hormat di kaki ibunya, menunjukkan sikap tulus mengakui dan menghormati ibu. Di depannya, anak lain juga membungkuk dengan tangan dalam posisi añjali, simbol penghormatan dan rasa syukur yang dalam. Di tengah relief, seorang anak menyembah ayahnya dengan penuh hormat, sementara yang lain membawa hadiah sebagai tanda pengabdian dan terima kasih. Mereka tidak hanya mengakui orangtua mereka, tetapi juga menunjukkan rasa hormat yang tulus dan perhatian yang mendalam. Sebagai hasil dari sikap ini, di sisi kiri relief terlihat seorang pangeran yang duduk dengan nyaman, dikelilingi oleh tiga selir dan para pelayan yang melayani kebutuhannya. Seorang brahmana berdiri di dekatnya, menandakan kedudukan dan kehormatan yang tinggi di masyarakat. Ini menunjukkan bahwa menghormati orangtua membawa berkah berupa kelahiran kembali di keluarga yang tinggi dan terhormat. Sikap bakti dan pengakuan kepada orangtua adalah fondasi bagi kehidupan yang mulia dan penuh kemuliaan. Relief ini mengajarkan bahwa penghormatan kepada orangtua membuka pintu keberkahan dan kesuksesan. Oleh karena itu, menghargai dan mengakui jasa orangtua adalah kunci menuju kehidupan yang bermartabat dan terhormat.",Menghormati dan mengakui orangtua membawa berkah dan kelahiran kembali dalam keluarga yang mulia; bakti kepada orangtua adalah fondasi kehidupan bermartabat.
055-Being-Devoted-to-Ascetics-and-Brahmins-leads-to-Rebirth-in-a-High-Family-Original.jpg,Pengabdian kepada Petapa dan Brahmana Membawa Kehormatan dan Kemuliaan,"Di bagian kanan relief, terlihat tiga petapa duduk dengan tenang di mimbar yang tinggi, menjadi pusat perhatian. Di depan mereka, sekelompok orang duduk dengan penuh hormat, menunjukkan sikap mengabdi yang tulus kepada para petapa yang bijaksana. Di tengah relief, dua pemuda berlutut di hadapan sepasang brahmana, mengekspresikan rasa hormat dan pengabdian mereka. Sikap pengabdian ini bukan sekadar formalitas, melainkan wujud penghargaan mendalam terhadap kebijaksanaan dan ajaran suci. Hasil dari perilaku mulia ini tergambar jelas di sisi kiri relief, dimana seorang pria terlahir kembali dalam keluarga tinggi yang terhormat. Ia duduk dengan tenang, dikelilingi oleh orang-orang yang memperhatikan setiap kata bijaknya. Kehidupan yang ia jalani penuh kenyamanan dan kemudahan, berkat perbuatan baik yang dilakukannya di masa lalu. Relief ini mengajarkan bahwa menghormati dan mengabdi kepada guru, petapa, dan orang bijak akan membawa kita pada kedudukan dan kelahiran yang mulia. Pengabdian sejati membuka pintu keberkahan dan kehormatan dalam kehidupan. Sikap hormat dan pengabdian adalah investasi jiwa yang membawa hasil luar biasa di masa depan.",Mengabdi dengan hormat kepada orang bijak dan guru membawa keberkahan dan kelahiran kembali dalam keluarga mulia; pengabdian adalah jalan menuju kehormatan dan kemuliaan.
056-Attending-to-Parents-leads-to-Rebirth-in-a-High-Family-Original.jpg,Bakti kepada Orangtua,"Di sebuah pelataran yang teduh, pasangan suami istri duduk anggun di atas mimbar, wajah mereka memancarkan ketenangan dan kebijaksanaan. Di hadapan mereka, anak-anak duduk di kursi lebih rendah, menunjukkan rasa hormat melalui postur tubuh dan isyarat tangan yang sopan. Mereka tidak hanya hadir secara fisik, tetapi hadir dengan hati penuh bakti—mengurus ibu dan ayah dengan sepenuh cinta. Mereka tahu bahwa tanpa orangtua, tak akan ada pijakan bagi masa depan. Di bawah pohon yang berbuah lebat, tampak enam orang berdiri dengan penuh hormat. Salah satu dari mereka membawa hadiah, sebagai simbol penghargaan dan syukur, sementara yang lain dengan tulus menjabat tangan sebagai tanda penghormatan. Kehidupan mereka kini berubah; mereka terlahir kembali di keluarga tinggi, hidup dalam kenyamanan dan diperlakukan dengan hormat oleh masyarakat. Kini mereka yang dirawat oleh orang lain, seperti dulu mereka merawat orangtuanya. Siklus kebajikan terus berputar, dan kehidupan membalas apa yang pernah ditanam. Relief ini menyampaikan bahwa bakti kepada orangtua bukan hanya kewajiban, tetapi jalan menuju kebahagiaan abadi.","Mengurus dan menghormati orangtua adalah kunci untuk kehidupan yang lebih baik, bahkan kelahiran kembali dalam lingkungan yang mulia dan penuh berkah."
057-Attending-to-Noble-Ones-leads-to-Rebirth-in-a-High-Family-Original.jpg,Menghormati dan Mengurus Orang Bijak,"Di suatu tempat yang damai, sepasang bangsawan mendekat dengan anggun dari sisi kanan. Di hadapan mereka, seorang lelaki dan perempuan menyambut dengan penuh takzim, memberi penghormatan sambil menunjuk ke arah mimbar kosong dengan tangan terangkat. Isyarat ini bukan tanpa makna—mereka sedang mengajak para bangsawan untuk menghormati para muliawan bajik yang biasanya duduk di sana. Dengan hati yang tulus, mereka menunjukkan kepedulian dan dedikasi kepada mereka yang bijak dan suci. Perbuatan ini bukan sekadar formalitas, tetapi wujud dari penghormatan sejati kepada nilai-nilai kebaikan. Sebagai hasil dari tindakan penuh hormat tersebut, lahirlah keberkahan. Di sisi kiri relief, terlihat seorang pangeran yang duduk dengan nyaman dikelilingi para selir dan pelayan. Ia menikmati hidup dalam kemewahan, hasil dari karma baik yang ia tanam di kehidupan sebelumnya. Para pelayan setia membawakannya kebutan dan persembahan, sebagai simbol kemuliaan dan kedudukan tinggi. Relief ini mengajarkan bahwa menghormati dan mengurus orang bijak adalah benih yang akan tumbuh menjadi pohon kebahagiaan.",Menghormati dan mengurus orang bijak membawa keberkahan dan kelahiran kembali dalam keluarga tinggi; setiap tindakan tulus akan membuahkan hasil mulia.
058-Attending-to-Teachers-leads-to-Rebirth-in-a-High-Family-Original.jpg,Menghormati dan Mengabdi kepada Guru,"Di sebuah ruangan tenang yang dipenuhi semangat pembelajaran, sepasang tokoh duduk di atas mimbar, bagaikan sumber cahaya kebijaksanaan. Sang guru mengulurkan tangan dengan tenang, memberikan ajaran kepada para murid yang duduk penuh hormat di hadapannya. Salah satu murid memegang sebuah buku, tanda haus akan ilmu, sementara yang lain mengangkat tangan dengan sikap añjali—simbol bakti dan penghormatan tulus. Mereka tidak sekadar belajar, tetapi juga mengurus kebutuhan gurunya, menjunjung tinggi nilai-nilai budi pekerti. Di sisi kiri relief, kehidupan setelahnya tergambar dengan indah. Murid yang dahulu penuh hormat kini telah terlahir kembali sebagai seorang pangeran. Ia duduk di atas bantal empuk, dikelilingi oleh para selir yang bersandar manja di pundaknya. Pelayan datang dan pergi, membawa persembahan dan kebutuhan sang bangsawan. Semua kenyamanan ini adalah buah dari kebajikan masa lalunya, ketika ia dengan tulus mengabdi kepada gurunya.","Menghormati dan mengurus guru bukan hanya bentuk rasa syukur, tetapi juga membuka jalan menuju kehidupan yang mulia dan penuh kemakmuran"
059-Not-having-Contempt-for-those-of-Low-Family-leads-to-Rebirth-in-a-High-Family-Original.jpg,Menghormati sesama,"Di tepi jalan desa, sepasang suami-istri dengan pakaian bersih namun sederhana berdiri di depan empat orang yang berpakaian lusuh. Tanpa rasa canggung atau angkuh, mereka mengulurkan pisang kepada para pengembara itu dengan senyum hangat. Tidak ada tatapan merendahkan, tidak ada sikap angkuh—hanya niat tulus untuk berbagi. Mereka tahu bahwa kemuliaan seseorang tidak ditentukan dari pakaian yang dikenakan atau silsilah keluarga, tetapi dari tindakan hati. Anjuran untuk tidak menghina mereka yang kurang beruntung menjadi prinsip yang mereka pegang erat. Dan semesta mencatat kebaikan itu. Di bagian kiri relief, tampak keduanya terlahir kembali sebagai bangsawan terpandang. Orang-orang datang membawa persembahan, menunduk penuh hormat kepada mereka. Kini mereka berada di posisi terhormat, sebagaimana mereka dahulu menghormati orang lain. Itulah buah dari ketulusan dan penghormatan yang tidak memandang derajat.","Menghormati orang lain, tak peduli dari mana asalnya, adalah kunci menuju kehidupan yang lebih baik dan penuh kehormatan."
060-Taking-what-is-not-given-leads-to-Poverty-Original.jpg,Merampas hak orang lain,"Di jalan yang panas dan berdebu, seorang pria kecil menggenggam erat harta miliknya di bawah lengan. Tapi dua orang mendekat dengan sikap kasar dan penuh nafsu—tanpa malu, mereka merampas apa yang bukan milik mereka. Si pria kecil hanya bisa merintih, tak kuasa melawan. Di bawah pohon pertama, seorang lainnya tampak mendukung kawannya untuk melakukan hal yang sama, seolah menganggap perbuatan curang itu sebagai keberanian. Sekelompok orang di dekat mereka bahkan tampak memuji aksi keji tersebut, bersorak seolah menyaksikan pahlawan. Tapi semesta tak pernah diam. Di sisi kiri relief, terlihat akibatnya: mereka terlahir ulang dalam kemiskinan dan ketidakberdayaan. Tanpa rumah layak, tanpa kehormatan, mereka menjadi bayangan dari dosa masa lalu. Harta yang dicuri tak pernah bertahan lama, namun akibatnya menetap dalam kelahiran berikutnya. Karena apa yang kita ambil tanpa hak, suatu hari akan diambil lebih dari itu dari kita.","Mengambil sesuatu dengan paksa dari orang lain hanya membawa kesengsaraan di masa depan. Kecurangan mungkin tampak menang sesaat, tetapi selalu kalah di akhir."
061-Taking-what-is-not-given-leads-to-Poverty-Original.jpg,Kekerasan dan niat jahat,"Pada sebuah jalan sunyi, seorang pria tampak mengangkat kakinya dengan gerakan kasar, seolah siap menyerang pasangan tak bersalah di depannya. Wajahnya penuh amarah, dan niat jahat tampak terpancar dari tatapannya. Pasangan itu mundur, terkejut dan tak siap menghadapi ancaman. Di kejauhan, sebuah adegan lain tampak lebih tenang—tiga sosok, satu pria dan dua perempuan, duduk di bawah pohon. Meskipun pakaian mereka lusuh, mereka masih memakai perhiasan sederhana; sebuah ironi dalam keterbatasan. Apakah mereka adalah penjelmaan baru dari sang pelaku kekerasan? Atau simbol dari kebingungan hidup akibat tindakan di masa lalu? Panel ini menyisakan teka-teki, namun bayang-bayang akibat tetap terasa kuat. Kekerasan mungkin tidak langsung membuat miskin secara materi, tapi akan merampas kedamaian jiwa. Karena niat buruk yang tak dikendalikan akan menuntun jiwa kepada kehidupan yang penuh kebimbangan dan penderitaan.","Niat jahat, bahkan sebelum diwujudkan, telah menanamkan benih penderitaan. Kekerasan dan keserakahan tak pernah membawa kedamaian, hanya kebingungan dan akibat yang tak jelas."
062-Encouraging-taking-what-is-not-given-leads-to-Poverty-Original.jpg,Hasutan dan perampokan,"Di sudut kanan relief, tampak sepasang orang yang tengah berbincang serius. Tatapan mata mereka tajam, seolah sedang memberi restu kepada dua pria lain untuk melakukan sesuatu yang tidak jujur. Tak lama, di tengah panel, dua orang melaksanakan perintah itu—merampok tanpa belas kasihan. Korban mereka tampak kaget dan tak berdaya, menjadi saksi dari kelicikan yang dipandu oleh hasutan. Namun, pemandangan di sebelah kiri menyimpan paradoks. Meski para pelaku nyaris tak berpakaian, tubuh mereka masih dihiasi perhiasan sederhana. Mereka duduk di bawah pohon yang penuh buah, simbol kemakmuran yang anehnya hadir dalam kehidupan yang tampak kekurangan. Apakah ini ilusi kelimpahan, atau hidup dalam kebimbangan moral? Kekayaan yang didapat dari ketidakjujuran bisa tampak menggiurkan, namun sering menyisakan kekosongan batin. Relief ini mengajarkan bahwa hasil dari kejahatan tak selalu terlihat sebagai hukuman langsung—tetapi kebingungan dan ketidakseimbangan adalah akibat nyata yang tak terhindarkan","Perbuatan jahat bisa saja tampak membawa hasil baik di permukaan, tapi di baliknya tersimpan kekacauan dan kemiskinan batin yang mendalam."
